Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%),Bytes Sent,Bytes Received
2024-11-29 21:19:17.677000,0.0,44.4,19.5,47747308,4555446599
2024-11-29 21:19:18.682000,0.0,44.4,19.5,47747308,4555446799
2024-11-29 21:19:19.688000,0.0,44.4,19.5,47747308,4555446944
2024-11-29 21:19:20.693000,0.0,44.4,19.5,47747362,4555447094
2024-11-29 21:19:21.698000,0.0,44.4,19.5,47747362,4555447158
2024-11-29 21:19:22.704000,0.0,44.4,19.5,47747416,4555447239
2024-11-29 21:19:23.710000,0.0,44.4,19.5,47747470,4555447428
2024-11-29 21:19:24.715000,0.0,44.4,19.5,47747470,4555447428
2024-11-29 21:19:25.721000,0.0,44.4,19.5,47747470,4555447648
2024-11-29 21:19:26.726000,0.0,44.4,19.5,47747470,4555447712
2024-11-29 21:19:27.731000,0.0,44.4,19.5,47747470,4555447898
2024-11-29 21:19:28.737000,0.0,44.4,19.5,47747470,4555448104
2024-11-29 21:19:29.742000,1.5,44.4,19.5,47747470,4555468658
2024-11-29 21:19:30.748000,0.0,44.4,19.5,47747470,4555468658
2024-11-29 21:19:31.753000,0.0,44.4,19.5,47747470,4555468803
2024-11-29 21:19:32.759000,0.0,44.4,19.5,47747470,4555468867
2024-11-29 21:19:33.764000,0.0,44.4,19.5,47747470,4555469056
2024-11-29 21:19:34.769000,0.0,44.4,19.5,47747470,4555469137
2024-11-29 21:19:35.775000,0.0,44.4,19.5,47747470,4555469265
2024-11-29 21:19:36.780000,0.0,44.4,19.5,47747470,4555469265
2024-11-29 21:19:37.785000,0.0,44.4,19.5,47747470,4555469474
2024-11-29 21:19:38.791000,0.0,44.4,19.5,47747470,4555469599
2024-11-29 21:19:39.797000,0.0,44.4,19.5,47747578,4555469663
2024-11-29 21:19:40.802000,0.0,44.4,19.5,47747578,4555469744
2024-11-29 21:19:41.808000,0.0,44.4,19.5,47747578,4555469808
2024-11-29 21:19:42.814000,0.0,44.4,19.5,47747632,4555469808
2024-11-29 21:19:43.819000,0.0,44.4,19.5,47747632,4555470078
2024-11-29 21:19:44.825000,0.0,44.4,19.5,47747632,4555470078
2024-11-29 21:19:45.830000,0.0,44.4,19.5,47747632,4555470142
2024-11-29 21:19:46.835000,0.0,44.4,19.5,47747632,4555470223
2024-11-29 21:19:47.841000,0.0,44.4,19.5,47747632,4555470412
2024-11-29 21:19:48.846000,0.0,44.4,19.5,47747632,4555470412
2024-11-29 21:19:49.851000,0.0,44.4,19.5,47747632,4555470557
2024-11-29 21:19:50.856000,0.0,44.4,19.5,47747632,4555470557
2024-11-29 21:19:51.862000,0.0,44.4,19.5,47747632,4555470621
2024-11-29 21:19:52.867000,0.0,44.4,19.5,47747632,4555470827
2024-11-29 21:19:53.872000,0.0,44.4,19.5,47747632,4555470891
2024-11-29 21:19:54.877000,0.0,44.4,19.5,47747632,4555470891
2024-11-29 21:19:55.882000,0.0,44.4,19.5,47747632,4555471036
2024-11-29 21:19:56.888000,0.0,44.4,19.5,47747632,4555471036
2024-11-29 21:19:57.894000,0.0,44.4,19.5,47747632,4555471289
2024-11-29 21:19:58.899000,0.0,44.4,19.5,47747632,4555471370
2024-11-29 21:19:59.904000,0.0,44.4,19.5,47747686,4555471434
2024-11-29 21:20:00.909000,0.0,44.4,19.5,47747686,4555471434
2024-11-29 21:20:01.914000,0.0,44.4,19.5,47747740,4555471889
2024-11-29 21:20:02.919000,0.0,44.4,19.5,47747740,4555472168
2024-11-29 21:20:03.925000,0.0,44.4,19.5,47747740,4555472232
2024-11-29 21:20:04.930000,0.0,44.4,19.5,47747740,4555472313
2024-11-29 21:20:05.936000,0.0,44.4,19.5,47747794,4555472441
2024-11-29 21:20:06.941000,0.0,44.4,19.5,47747902,4555472505
2024-11-29 21:20:07.946000,0.0,44.4,19.5,47747902,4555472775
2024-11-29 21:20:08.952000,0.0,44.4,19.5,47747902,4555472775
2024-11-29 21:20:09.957000,0.0,44.4,19.5,47747902,4555477055
2024-11-29 21:20:10.962000,0.0,44.4,19.5,47748052,4555479670
2024-11-29 21:20:11.967000,0.0,44.4,19.5,47748052,4555480850
2024-11-29 21:20:12.973000,0.0,44.4,19.5,47748052,4555483381
2024-11-29 21:20:13.978000,0.0,44.4,19.5,47748052,4555484728
2024-11-29 21:20:14.984000,0.0,44.4,19.5,47748052,4555485844
2024-11-29 21:20:15.989000,0.0,44.4,19.5,47748052,4555485908
2024-11-29 21:20:16.994000,0.0,44.4,19.5,47748052,4555488395
2024-11-29 21:20:18,0.0,44.4,19.5,47748052,4555488648
2024-11-29 21:20:19.005000,0.0,44.4,19.5,47748052,4555488723
2024-11-29 21:20:20.011000,0.0,44.4,19.5,47748106,4555489018
2024-11-29 21:20:21.016000,0.0,44.4,19.5,47748106,4555490478
2024-11-29 21:20:22.021000,0.0,44.4,19.5,47748106,4555492904
2024-11-29 21:20:23.027000,0.0,44.4,19.5,47748106,4555494428
2024-11-29 21:20:24.033000,0.8,44.3,19.5,47748106,4555494492
2024-11-29 21:20:25.038000,0.0,44.3,19.5,47748106,4555496973
2024-11-29 21:20:26.043000,0.0,44.3,19.5,47748160,4555497118
2024-11-29 21:20:27.049000,0.0,44.3,19.5,47748322,4555497246
2024-11-29 21:20:28.054000,0.0,44.3,19.5,47748322,4555498799
2024-11-29 21:20:29.059000,0.0,44.3,19.5,47748322,4555500640
2024-11-29 21:20:30.065000,0.0,44.3,19.5,47748322,4555512480
2024-11-29 21:20:31.070000,0.0,44.3,19.5,47748322,4555512480
2024-11-29 21:20:32.076000,0.0,44.3,19.5,47748364,4555512689
2024-11-29 21:20:33.081000,0.0,44.3,19.5,47748472,4555512942
2024-11-29 21:20:34.087000,0.0,44.3,19.5,47748472,4555513006
2024-11-29 21:20:35.092000,0.0,44.3,19.5,47748472,4555513087
2024-11-29 21:20:36.097000,0.0,44.3,19.5,47748472,4555513215
2024-11-29 21:20:37.102000,0.0,44.3,19.5,47748472,4555513215
2024-11-29 21:20:38.107000,0.0,44.3,19.5,47748472,4555513549
2024-11-29 21:20:39.112000,0.0,44.3,19.5,47748472,4555513549
2024-11-29 21:20:40.117000,0.0,44.3,19.5,47748472,4555513613
2024-11-29 21:20:41.122000,0.0,44.3,19.5,47748526,4555516100
2024-11-29 21:20:42.128000,0.0,44.3,19.5,47748526,4555516164
2024-11-29 21:20:43.133000,0.0,44.3,19.5,47748526,4555516289
2024-11-29 21:20:44.138000,0.0,44.3,19.5,47748526,4555516434
2024-11-29 21:20:45.144000,0.0,44.3,19.5,47748526,4555516434
2024-11-29 21:20:46.149000,0.0,44.3,19.5,47748580,4555516718
2024-11-29 21:20:47.154000,0.0,44.3,19.5,47748634,4555517019
2024-11-29 21:20:48.160000,0.0,44.3,19.5,47748634,4555517428
2024-11-29 21:20:49.166000,0.0,44.3,19.5,47748634,4555517648
2024-11-29 21:20:50.171000,0.0,44.3,19.5,47748634,4555517793
2024-11-29 21:20:51.177000,0.0,44.3,19.5,47748634,4555518069
2024-11-29 21:20:52.182000,0.0,44.3,19.5,47748634,4555518133
2024-11-29 21:20:53.187000,0.0,44.3,19.5,47748700,4555518339
2024-11-29 21:20:54.192000,0.0,44.3,19.5,47752196,4555527416
2024-11-29 21:20:55.197000,0.0,44.3,19.5,47752196,4555527416
2024-11-29 21:20:56.203000,0.0,44.3,19.5,47752196,4555527561
2024-11-29 21:20:57.208000,0.0,44.3,19.5,47752196,4555527561
2024-11-29 21:20:58.213000,0.0,44.3,19.5,47752196,4555527814
2024-11-29 21:20:59.218000,0.0,44.3,19.5,47752196,4555527895
2024-11-29 21:21:00.223000,0.0,44.3,19.5,47752250,4555527959
2024-11-29 21:21:01.229000,0.0,44.3,19.5,47752304,4555527959
2024-11-29 21:21:02.234000,0.0,44.3,19.5,47752358,4555528104
2024-11-29 21:21:03.239000,0.0,44.3,19.5,47752358,4555528293
2024-11-29 21:21:04.244000,0.0,44.3,19.5,47752358,4555528357
2024-11-29 21:21:05.250000,0.0,44.3,19.5,47752358,4555528438
2024-11-29 21:21:06.255000,0.0,44.3,19.5,47752358,4555528566
2024-11-29 21:21:07.260000,0.0,44.3,19.5,47752358,4555528566
2024-11-29 21:21:08.265000,0.0,44.3,19.5,47752358,4555528836
2024-11-29 21:21:09.270000,0.0,44.3,19.5,47752358,4555528900
2024-11-29 21:21:10.276000,0.0,44.3,19.5,47752358,4555528964
2024-11-29 21:21:11.281000,0.0,44.3,19.5,47752358,4555529045
2024-11-29 21:21:12.286000,0.0,44.3,19.5,47752358,4555529109
2024-11-29 21:21:13.291000,0.0,44.3,19.5,47752358,4555531726
2024-11-29 21:21:14.296000,0.0,44.3,19.5,47752400,4555532115
2024-11-29 21:21:15.302000,0.0,44.3,19.5,47752400,4555532295
2024-11-29 21:21:16.307000,0.0,44.3,19.5,47752400,4555532359
2024-11-29 21:21:17.312000,0.0,44.3,19.5,47752400,4555532440
2024-11-29 21:21:18.318000,0.0,44.3,19.5,47752400,4555532948
2024-11-29 21:21:19.323000,0.0,44.3,19.5,47752400,4555532948
2024-11-29 21:21:20.328000,0.0,44.3,19.5,47752454,4555533243
2024-11-29 21:21:21.334000,0.0,44.3,19.5,47752454,4555533243
2024-11-29 21:21:22.339000,0.0,44.3,19.5,47752454,4555533307
2024-11-29 21:21:23.344000,0.0,44.3,19.5,47752454,4555533513
2024-11-29 21:21:24.349000,0.0,44.3,19.5,47752516,4555533577
2024-11-29 21:21:25.354000,0.0,44.3,19.5,47752516,4555533652
2024-11-29 21:21:26.360000,0.0,44.3,19.5,47752516,4555533797
2024-11-29 21:21:27.365000,0.0,44.3,19.5,47752516,4555534041
2024-11-29 21:21:28.370000,0.0,44.3,19.5,47752516,4555534352
2024-11-29 21:21:29.376000,0.0,44.3,19.5,47752516,4555539813
2024-11-29 21:21:30.381000,0.0,44.3,19.5,47752516,4555545257
2024-11-29 21:21:31.387000,0.0,44.3,19.5,47752516,4555545257
2024-11-29 21:21:32.392000,0.0,44.3,19.5,47752516,4555545466
2024-11-29 21:21:33.397000,0.0,44.3,19.5,47752516,4555545591
2024-11-29 21:21:34.402000,0.0,44.3,19.5,47752516,4555545655
2024-11-29 21:21:35.407000,0.0,44.3,19.5,47752516,4555545736
2024-11-29 21:21:36.413000,0.0,44.3,19.5,47752516,4555545864
2024-11-29 21:21:37.418000,0.0,44.3,19.5,47752516,4555545864
2024-11-29 21:21:38.423000,0.0,44.3,19.5,47752570,4555546198
2024-11-29 21:21:39.429000,0.0,44.3,19.5,47752624,4555546198
2024-11-29 21:21:40.434000,0.0,44.3,19.5,47752624,4555546262
2024-11-29 21:21:41.440000,0.0,44.3,19.5,47752624,4555546343
2024-11-29 21:21:42.445000,0.0,44.3,19.5,47752624,4555546407
2024-11-29 21:21:43.450000,0.0,44.3,19.5,47752624,4555546532
2024-11-29 21:21:44.455000,0.0,44.2,19.5,47752624,4555546677
2024-11-29 21:21:45.461000,0.0,44.3,19.5,47752624,4555546677
2024-11-29 21:21:46.467000,0.0,44.3,19.5,47752624,4555546741
2024-11-29 21:21:47.472000,0.0,44.3,19.5,47752936,4555546822
2024-11-29 21:21:48.478000,0.0,44.3,19.5,47752936,4555549889
2024-11-29 21:21:49.483000,0.0,44.3,19.5,47752936,4555549889
2024-11-29 21:21:50.488000,0.0,44.3,19.5,47752936,4555550034
2024-11-29 21:21:51.493000,0.0,44.3,19.5,47752936,4555550034
2024-11-29 21:21:52.498000,2.3,44.3,19.5,47752936,4555550098
2024-11-29 21:21:53.504000,0.0,44.2,19.5,47752936,4555550304
2024-11-29 21:21:54.509000,0.0,44.3,19.5,47752936,4555550548
2024-11-29 21:21:55.515000,0.0,44.3,19.5,47752936,4555550548
2024-11-29 21:21:56.520000,0.0,44.2,19.5,47752936,4555550693
2024-11-29 21:21:57.525000,0.0,44.2,19.5,47752936,4555550757
2024-11-29 21:21:58.530000,0.0,44.2,19.5,47752990,4555552540
2024-11-29 21:21:59.535000,47.7,44.5,19.5,47753197,4555552848
2024-11-29 21:22:00.541000,3.8,44.6,19.5,47753197,4555555274
2024-11-29 21:22:01.546000,0.0,44.6,19.5,47753251,4555556592
2024-11-29 21:22:02.551000,0.0,44.6,19.5,47753251,4555556801
2024-11-29 21:22:03.557000,0.0,44.6,19.5,47753251,4555556926
2024-11-29 21:22:04.562000,0.0,44.6,19.5,47753347,4555557054
2024-11-29 21:22:05.568000,0.0,44.6,19.5,47753347,4555558377
2024-11-29 21:22:06.573000,0.0,44.6,19.5,47753347,4555558505
2024-11-29 21:22:07.579000,0.0,44.6,19.5,47753347,4555560531
2024-11-29 21:22:08.584000,0.0,44.6,19.5,47753347,4555561817
2024-11-29 21:22:09.589000,0.0,44.6,19.5,47753347,4555561817
2024-11-29 21:22:10.595000,0.0,44.6,19.5,47753347,4555561881
2024-11-29 21:22:11.601000,0.0,44.6,19.5,47753347,4555561962
2024-11-29 21:22:12.606000,0.0,44.6,19.5,47753347,4555562026
2024-11-29 21:22:13.612000,0.0,44.6,19.5,47753347,4555562237
2024-11-29 21:22:14.617000,0.0,44.6,19.5,47753347,4555562382
2024-11-29 21:22:15.622000,2.3,44.6,19.5,47753347,4555562382
2024-11-29 21:22:16.627000,0.0,44.6,19.5,47753347,4555562446
2024-11-29 21:22:17.633000,0.0,44.6,19.5,47753347,4555564997
2024-11-29 21:22:18.638000,0.0,44.6,19.5,47753347,4555565261
2024-11-29 21:22:19.644000,0.0,44.6,19.5,47753347,4555565325
2024-11-29 21:22:20.649000,0.0,44.6,19.5,47753401,4555565556
2024-11-29 21:22:21.655000,0.0,44.6,19.5,47753455,4555565556
2024-11-29 21:22:22.660000,0.0,44.6,19.5,47753455,4555565620
2024-11-29 21:22:23.665000,0.0,44.6,19.5,47753455,4555565826
2024-11-29 21:22:24.670000,0.8,44.4,19.5,47753455,4555565890
2024-11-29 21:22:25.674000,0.0,44.4,19.5,47753455,4555565965
2024-11-29 21:22:26.680000,0.0,44.4,19.5,47753455,4555566110
2024-11-29 21:22:27.686000,0.0,44.4,19.5,47753509,4555566174
2024-11-29 21:22:28.691000,0.0,44.4,19.5,47753509,4555566485
2024-11-29 21:22:29.696000,0.0,44.4,19.5,47753509,4555577326
2024-11-29 21:22:30.702000,0.0,44.4,19.5,47753509,4555577390
2024-11-29 21:22:31.707000,0.0,44.4,19.5,47753509,4555577390
2024-11-29 21:22:32.712000,8.4,44.4,19.5,47753509,4555577599
2024-11-29 21:22:33.718000,0.8,44.3,19.5,47753509,4555577724
2024-11-29 21:22:34.723000,0.0,44.3,19.5,47753509,4555577852
2024-11-29 21:22:35.728000,0.0,44.3,19.5,47753509,4555577933
2024-11-29 21:22:36.733000,0.0,44.3,19.5,47753509,4555578061
2024-11-29 21:22:37.739000,0.0,44.3,19.5,47753509,4555578125
2024-11-29 21:22:38.745000,0.0,44.3,19.5,47753509,4555578395
2024-11-29 21:22:39.750000,0.0,44.3,19.5,47753509,4555578395
2024-11-29 21:22:40.756000,0.0,44.3,19.5,47753509,4555578459
2024-11-29 21:22:41.761000,0.0,44.3,19.5,47753563,4555578540
2024-11-29 21:22:42.766000,0.0,44.3,19.5,47753671,4555578604
2024-11-29 21:22:43.772000,0.0,44.3,19.5,47753779,4555578793
2024-11-29 21:22:44.777000,0.0,44.3,19.5,47753887,4555579002
2024-11-29 21:22:45.782000,0.0,44.3,19.5,47753887,4555579222
2024-11-29 21:22:46.787000,0.0,44.3,19.5,47753887,4555579506
2024-11-29 21:22:47.793000,82.0,45.2,19.5,47753887,4555579807
2024-11-29 21:22:48.799000,51.6,45.3,19.5,47753929,4555580280
2024-11-29 21:22:49.806000,12.3,44.9,19.5,47753929,4555580280
2024-11-29 21:22:50.811000,0.0,45.0,19.5,47753929,4555580425
2024-11-29 21:22:51.817000,20.3,45.2,19.5,47753929,4555580425
2024-11-29 21:22:52.822000,50.0,45.2,19.5,47753929,4555580489
2024-11-29 21:22:53.828000,50.0,45.2,19.5,47753929,4555580695
2024-11-29 21:22:54.834000,50.0,45.2,19.5,47753929,4555580759
2024-11-29 21:22:55.840000,16.2,44.7,19.5,47753929,4555580759
2024-11-29 21:22:56.846000,0.0,44.7,19.5,47753929,4555580904
2024-11-29 21:22:57.852000,0.0,44.6,19.5,47754172,4555581093
2024-11-29 21:22:58.857000,0.0,44.7,19.5,47754172,4555581157
2024-11-29 21:22:59.862000,0.0,44.7,19.5,47754280,4555581238
2024-11-29 21:23:00.867000,0.0,44.6,19.5,47754280,4555581302
2024-11-29 21:23:01.873000,0.0,44.6,19.5,47754280,4555581302
2024-11-29 21:23:02.878000,0.0,44.6,19.5,47754280,4555581636
2024-11-29 21:23:03.884000,16.2,44.8,19.5,47757469,4555586599
2024-11-29 21:23:04.889000,9.8,44.7,19.5,47757685,4555587577
2024-11-29 21:23:05.895000,0.0,44.7,19.5,47757739,4555587722
2024-11-29 21:23:06.901000,0.0,44.7,19.5,47757739,4555587786
2024-11-29 21:23:07.906000,0.0,44.7,19.5,47757739,4555587911
2024-11-29 21:23:08.911000,0.0,44.7,19.5,47757781,4555588120
2024-11-29 21:23:09.917000,0.0,44.7,19.5,47757781,4555588120
2024-11-29 21:23:10.922000,0.0,44.7,19.5,47757781,4555588184
2024-11-29 21:23:11.928000,0.0,44.7,19.5,47757781,4555588265
2024-11-29 21:23:12.933000,0.0,44.7,19.5,47757781,4555588454
2024-11-29 21:23:13.939000,0.0,44.7,19.5,47757781,4555588540
2024-11-29 21:23:14.944000,0.0,44.7,19.5,47757781,4555588685
2024-11-29 21:23:15.949000,0.0,44.7,19.5,47757781,4555588865
2024-11-29 21:23:16.955000,0.0,44.7,19.5,47757781,4555588929
2024-11-29 21:23:17.961000,0.0,44.6,19.5,47757835,4555589199
2024-11-29 21:23:18.966000,0.0,44.6,19.5,47757835,4555589338
2024-11-29 21:23:19.972000,0.0,44.6,19.5,47757835,4555589552
2024-11-29 21:23:20.977000,0.0,44.6,19.5,47757835,4555589697
2024-11-29 21:23:21.983000,0.0,44.6,19.5,47757835,4555589697
2024-11-29 21:23:22.989000,0.0,44.6,19.5,47757835,4555589886
2024-11-29 21:23:23.994000,0.0,44.6,19.5,47757835,4555589967
2024-11-29 21:23:25,0.0,44.6,19.5,47757889,4555590106
2024-11-29 21:23:26.005000,0.0,44.6,19.5,47757943,4555590106
2024-11-29 21:23:27.011000,0.0,44.6,19.5,47757943,4555590315
2024-11-29 21:23:28.016000,0.0,44.6,19.5,47757943,4555590440
2024-11-29 21:23:29.022000,0.0,44.6,19.5,47757943,4555590626
2024-11-29 21:23:30.028000,0.0,44.6,19.5,47757943,4555601467
2024-11-29 21:23:31.033000,0.0,44.6,19.5,47757943,4555601531
2024-11-29 21:23:32.038000,0.0,44.6,19.5,47757943,4555601531
2024-11-29 21:23:33.044000,0.0,44.6,19.5,47757943,4555601865
2024-11-29 21:23:34.050000,0.0,44.6,19.5,47757943,4555601865
2024-11-29 21:23:35.056000,0.8,44.5,19.5,47757943,4555601929
2024-11-29 21:23:36.061000,0.0,44.5,19.5,47757943,4555603668
2024-11-29 21:23:37.068000,0.0,44.5,19.5,47757943,4555603732
2024-11-29 21:23:38.073000,0.0,44.5,19.5,47757943,4555604211
2024-11-29 21:23:39.078000,0.0,44.5,19.5,47757943,4555604356
2024-11-29 21:23:40.084000,0.0,44.5,19.5,47757943,4555606718
2024-11-29 21:23:41.090000,0.0,44.5,19.5,47757997,4555606782
2024-11-29 21:23:42.095000,0.0,44.5,19.5,47758051,4555606863
2024-11-29 21:23:43.101000,0.0,44.5,19.5,47758051,4555607052
2024-11-29 21:23:44.106000,0.0,44.5,19.5,47758051,4555608294
2024-11-29 21:23:45.111000,0.0,44.5,19.5,47758051,4555610199
2024-11-29 21:23:46.117000,0.0,44.5,19.5,47758051,4555611215
2024-11-29 21:23:47.123000,0.0,44.5,19.5,47758105,4555611279
2024-11-29 21:23:48.128000,0.0,44.5,19.5,47758105,4555611485
2024-11-29 21:23:49.133000,0.0,44.5,19.5,47758105,4555611549
2024-11-29 21:23:50.138000,0.0,44.5,19.5,47758105,4555611549
2024-11-29 21:23:51.144000,0.0,44.4,19.5,47758105,4555611694
2024-11-29 21:23:52.149000,0.0,44.5,19.5,47758105,4555611694
2024-11-29 21:23:53.154000,0.0,44.5,19.5,47758105,4555611883
2024-11-29 21:23:54.160000,0.0,44.5,19.5,47758105,4555611964
2024-11-29 21:23:55.165000,0.0,44.5,19.5,47758105,4555612028
2024-11-29 21:23:56.171000,0.0,44.5,19.5,47758105,4555612028
2024-11-29 21:23:57.176000,0.0,44.5,19.5,47758105,4555612173
2024-11-29 21:23:58.181000,0.0,44.5,19.5,47758159,4555612362
2024-11-29 21:23:59.186000,0.0,44.4,19.5,47758159,4555612426
2024-11-29 21:24:00.192000,0.0,44.4,19.5,47758159,4555612507
2024-11-29 21:24:01.197000,0.0,44.4,19.5,47758213,4555612571
2024-11-29 21:24:02.203000,0.0,44.4,19.5,47758213,4555612571
2024-11-29 21:24:03.208000,0.0,44.4,19.5,47758213,4555612905
2024-11-29 21:24:04.213000,0.0,44.4,19.5,47758213,4555612905
2024-11-29 21:24:05.218000,0.0,44.4,19.5,47758213,4555612969
2024-11-29 21:24:06.223000,0.0,44.4,19.5,47758213,4555613114
2024-11-29 21:24:07.228000,0.0,44.4,19.5,47758267,4555613178
2024-11-29 21:24:08.233000,0.0,44.4,19.5,47758267,4555616181
2024-11-29 21:24:09.238000,0.0,44.4,19.5,47758267,4555616326
2024-11-29 21:24:10.243000,0.0,44.4,19.5,47758267,4555616326
2024-11-29 21:24:11.248000,0.0,44.4,19.5,47758267,4555616390
2024-11-29 21:24:12.253000,0.0,44.4,19.5,47758267,4555616471
2024-11-29 21:24:13.259000,0.0,44.4,19.5,47758267,4555616746
2024-11-29 21:24:14.264000,0.0,44.4,19.5,47758267,4555616746
2024-11-29 21:24:15.269000,0.0,44.4,19.5,47758267,4555616891
2024-11-29 21:24:16.275000,0.0,44.4,19.5,47758267,4555616891
2024-11-29 21:24:17.280000,0.0,44.4,19.5,47758267,4555616955
2024-11-29 21:24:18.286000,0.0,44.4,19.5,47758267,4555617300
2024-11-29 21:24:19.291000,0.0,44.4,19.5,47758267,4555617428
2024-11-29 21:24:20.297000,0.0,44.4,19.5,47758321,4555617514
2024-11-29 21:24:21.302000,0.0,44.4,19.5,47758321,4555617659
2024-11-29 21:24:22.308000,0.0,44.4,19.5,47758375,4555617659
2024-11-29 21:24:23.313000,0.0,44.4,19.5,47758375,4555617848
2024-11-29 21:24:24.320000,0.8,44.4,19.5,47758375,4555617929
2024-11-29 21:24:25.325000,0.0,44.4,19.5,47758375,4555618068
2024-11-29 21:24:26.331000,0.0,44.4,19.5,47758375,4555618149
2024-11-29 21:24:27.337000,0.0,44.4,19.5,47758429,4555618277
2024-11-29 21:24:28.342000,0.0,44.4,19.5,47758429,4555618402
2024-11-29 21:24:29.347000,0.0,44.4,19.5,47758429,4555624049
2024-11-29 21:24:30.353000,0.0,44.4,19.5,47758429,4555629429
2024-11-29 21:24:31.358000,0.0,44.4,19.5,47758429,4555629493
2024-11-29 21:24:32.363000,0.0,44.4,19.5,47758429,4555629574
2024-11-29 21:24:33.369000,0.0,44.4,19.5,47758429,4555629827
2024-11-29 21:24:34.374000,0.0,44.4,19.5,47758429,4555629827
2024-11-29 21:24:35.379000,0.0,44.4,19.5,47758429,4555629972
2024-11-29 21:24:36.385000,0.0,44.4,19.5,47758429,4555630036
2024-11-29 21:24:37.390000,0.0,44.4,19.5,47758429,4555630100
2024-11-29 21:24:38.395000,0.0,44.4,19.5,47758429,4555630370
2024-11-29 21:24:39.401000,0.0,44.4,19.5,47758483,4555630434
2024-11-29 21:24:40.407000,0.0,44.4,19.5,47758483,4555630434
2024-11-29 21:24:41.412000,0.0,44.4,19.5,47758537,4555630579
2024-11-29 21:24:42.417000,0.0,44.4,19.5,47758537,4555630579
2024-11-29 21:24:43.423000,0.0,44.4,19.5,47758537,4555630768
2024-11-29 21:24:44.428000,0.0,44.4,19.5,47758591,4555630849
2024-11-29 21:24:45.433000,0.0,44.4,19.5,47758591,4555630913
2024-11-29 21:24:46.438000,0.0,44.4,19.5,47758591,4555631133
2024-11-29 21:24:47.444000,0.0,44.4,19.5,47758591,4555631498
2024-11-29 21:24:48.450000,0.0,44.4,19.5,47758591,4555632033
2024-11-29 21:24:49.455000,0.8,44.1,19.5,47758591,4555632317
2024-11-29 21:24:50.460000,0.0,44.1,19.5,47758591,4555632398
2024-11-29 21:24:51.465000,0.0,44.1,19.5,47758591,4555632462
2024-11-29 21:24:52.470000,0.0,44.1,19.5,47758591,4555632462
2024-11-29 21:24:53.475000,0.0,44.1,19.5,47758591,4555632732
2024-11-29 21:24:54.481000,0.0,44.1,19.5,47758591,4555633008
2024-11-29 21:24:55.486000,0.0,44.1,19.5,47758591,4555633072
2024-11-29 21:24:56.492000,0.0,44.1,19.5,47758591,4555633153
2024-11-29 21:24:57.497000,0.0,44.1,19.5,47758591,4555633281
2024-11-29 21:24:58.503000,0.0,44.1,19.5,47758591,4555633406
2024-11-29 21:24:59.508000,0.0,44.1,19.5,47758591,4555633551
2024-11-29 21:25:00.514000,0.0,44.1,19.5,47758645,4555633551
2024-11-29 21:25:01.520000,0.0,44.1,19.5,47758645,4555633615
2024-11-29 21:25:02.525000,0.0,44.1,19.5,47758645,4555633696
2024-11-29 21:25:03.530000,0.0,44.1,19.5,47758645,4555633949
