Timestamp,CPU Usage (%),Memory Usage (%),Disk Usage (%),Bytes Sent,Bytes Received
2024-11-29 01:22:34.934000,0.0,45.8,16.6,30382210,2984631939
2024-11-29 01:22:36.942000,0.0,45.8,16.6,30382210,2984632003
2024-11-29 01:22:38.949000,12.4,45.8,16.6,30390265,2984647757
2024-11-29 01:22:40.955000,0.0,45.8,16.6,30390320,2984650072
2024-11-29 01:22:42.962000,0.0,45.8,16.6,30390416,2984651668
2024-11-29 01:22:44.969000,0.0,45.8,16.6,30390471,2984652013
2024-11-29 01:22:46.975000,0.0,45.8,16.6,30390526,2984663068
2024-11-29 01:22:48.983000,0.0,45.8,16.6,30390526,2984663379
2024-11-29 01:22:50.989000,0.0,45.8,16.6,30390689,2984663599
2024-11-29 01:22:52.996000,0.0,45.8,16.6,30391437,2984664749
2024-11-29 01:22:55.003000,0.0,45.8,16.6,30391437,2984666182
2024-11-29 01:22:57.009000,0.0,45.8,16.6,30391492,2984667443
2024-11-29 01:22:59.016000,0.0,45.8,16.6,30391546,2984671707
2024-11-29 01:23:01.022000,0.0,45.8,16.6,30391546,2984671771
2024-11-29 01:23:03.029000,0.0,45.8,16.6,30391546,2984672044
2024-11-29 01:23:05.035000,0.0,45.8,16.6,30391600,2984672314
2024-11-29 01:23:07.042000,0.0,45.8,16.6,30394940,2984678215
2024-11-29 01:23:09.049000,4.7,45.8,16.6,30394940,2984678485
2024-11-29 01:23:11.056000,0.0,45.9,16.6,30395036,2984680636
2024-11-29 01:23:13.078000,0.8,45.8,16.6,30395036,2984682246
2024-11-29 01:23:15.084000,0.0,45.8,16.6,30395036,2984682800
2024-11-29 01:23:17.091000,0.0,45.8,16.6,30395036,2984683293
2024-11-29 01:23:19.099000,0.0,45.8,16.6,30395036,2984683482
2024-11-29 01:23:21.105000,0.0,45.8,16.6,30395036,2984683911
2024-11-29 01:23:23.112000,0.0,45.8,16.6,30395036,2984684120
2024-11-29 01:23:25.118000,0.0,45.8,16.6,30395090,2984684309
2024-11-29 01:23:27.125000,0.0,45.8,16.6,30395090,2984684454
2024-11-29 01:23:29.132000,0.0,45.8,16.6,30395090,2984685008
2024-11-29 01:23:31.138000,0.0,45.8,16.6,30395144,2984685072
2024-11-29 01:23:33.160000,0.0,45.8,16.6,30395198,2984685217
2024-11-29 01:23:35.166000,0.0,45.8,16.6,30395198,2984685487
2024-11-29 01:23:37.173000,0.0,45.8,16.6,30395198,2984685632
2024-11-29 01:23:39.179000,0.0,45.7,16.6,30395253,2984685891
2024-11-29 01:23:41.186000,0.0,45.7,16.6,30395253,2984686122
2024-11-29 01:23:43.192000,0.0,45.7,16.6,30395315,2984686395
2024-11-29 01:23:45.199000,0.0,45.7,16.6,30395315,2984686943
2024-11-29 01:23:47.206000,0.0,45.7,16.6,30395315,2984697998
2024-11-29 01:23:49.213000,0.8,45.6,16.6,30395315,2984698390
2024-11-29 01:23:51.219000,0.0,45.6,16.6,30395369,2984698529
2024-11-29 01:23:53.226000,0.0,45.6,16.6,30395369,2984698738
2024-11-29 01:23:55.233000,0.0,45.6,16.6,30395369,2984699072
2024-11-29 01:23:57.239000,0.0,45.5,16.6,30395369,2984699136
2024-11-29 01:23:59.246000,0.0,45.5,16.6,30395369,2984699406
2024-11-29 01:24:01.253000,0.0,45.5,16.6,30395369,2984699551
2024-11-29 01:24:03.259000,0.0,45.5,16.6,30395369,2984699679
2024-11-29 01:24:05.266000,0.0,45.5,16.6,30395477,2984699949
2024-11-29 01:24:07.272000,0.0,45.5,16.6,30395477,2984700094
2024-11-29 01:24:09.278000,0.0,45.5,16.6,30395531,2984703387
2024-11-29 01:24:11.284000,0.0,45.5,16.6,30395531,2984706168
2024-11-29 01:24:13.290000,0.0,45.5,16.6,30395531,2984707555
2024-11-29 01:24:15.297000,0.0,45.5,16.6,30395531,2984708068
2024-11-29 01:24:17.303000,0.0,45.5,16.6,30395531,2984710263
2024-11-29 01:24:19.324000,0.0,45.5,16.6,30395531,2984712565
2024-11-29 01:24:21.331000,0.0,45.5,16.6,30395531,2984712629
2024-11-29 01:24:23.337000,1.6,45.4,16.6,30395694,2984713036
2024-11-29 01:24:25.343000,0.0,45.4,16.6,30396195,2984713793
2024-11-29 01:24:27.365000,0.0,45.4,16.6,30396303,2984713857
2024-11-29 01:24:29.372000,0.8,45.4,16.6,30396357,2984714127
2024-11-29 01:24:31.378000,0.0,45.4,16.6,30396357,2984714272
2024-11-29 01:24:33.384000,0.0,45.4,16.6,30396357,2984714461
2024-11-29 01:24:35.391000,0.0,45.4,16.6,30396357,2984714606
2024-11-29 01:24:37.397000,0.0,45.4,16.6,30396357,2984714751
2024-11-29 01:24:39.404000,0.0,45.4,16.6,30396357,2984714940
2024-11-29 01:24:41.410000,0.0,45.4,16.6,30396357,2984715171
2024-11-29 01:24:43.417000,0.0,45.4,16.6,30396465,2984715569
2024-11-29 01:24:45.423000,0.0,45.4,16.6,30396465,2984715708
2024-11-29 01:24:47.430000,0.0,45.4,16.6,30396465,2984726763
2024-11-29 01:24:49.436000,0.0,45.4,16.6,30396465,2984727155
2024-11-29 01:24:51.443000,0.0,45.4,16.6,30396519,2984727294
2024-11-29 01:24:53.449000,0.0,45.4,16.6,30409210,2984749002
2024-11-29 01:24:55.455000,0.0,45.4,16.6,30409210,2984749211
2024-11-29 01:24:57.461000,3.1,45.4,16.6,30409252,2984750581
2024-11-29 01:24:59.467000,0.0,45.4,16.6,30409252,2984751175
2024-11-29 01:25:01.474000,0.0,45.4,16.6,30409252,2984751644
2024-11-29 01:25:03.481000,0.0,45.4,16.6,30409314,2984751897
2024-11-29 01:25:05.487000,0.0,45.4,16.6,30409314,2984752042
2024-11-29 01:25:07.494000,0.0,45.4,16.6,30409314,2984752187
2024-11-29 01:25:09.501000,10.9,45.6,16.6,30432962,2984783520
2024-11-29 01:25:11.508000,0.0,45.6,16.6,30433016,2984784579
2024-11-29 01:25:13.515000,0.0,45.6,16.6,30433016,2984785817
2024-11-29 01:25:15.523000,0.0,45.6,16.6,30433016,2984785881
2024-11-29 01:25:17.530000,0.0,45.6,16.6,30433016,2984786490
2024-11-29 01:25:19.537000,0.0,45.6,16.6,30433016,2984786760
2024-11-29 01:25:21.543000,0.0,45.6,16.6,30433016,2984788726
2024-11-29 01:25:23.550000,0.0,45.6,16.6,30433016,2984789330
2024-11-29 01:25:25.556000,0.0,45.6,16.6,30433016,2984789799
2024-11-29 01:25:27.563000,0.0,45.6,16.6,30433070,2984789863
2024-11-29 01:25:29.569000,0.0,45.6,16.6,30433124,2984790343
2024-11-29 01:25:31.576000,0.0,45.6,16.6,30433178,2984790698
2024-11-29 01:25:33.582000,0.0,45.6,16.6,30433178,2984791421
2024-11-29 01:25:35.589000,1.6,45.6,16.6,30433178,2984791566
2024-11-29 01:25:37.596000,0.0,45.6,16.6,30433178,2984791775
2024-11-29 01:25:39.603000,0.0,45.5,16.6,30433178,2984792050
2024-11-29 01:25:41.609000,0.0,45.5,16.6,30433178,2984792195
2024-11-29 01:25:43.616000,0.0,45.5,16.6,30433232,2984792803
2024-11-29 01:25:45.623000,0.0,45.5,16.6,30433232,2984800004
2024-11-29 01:25:47.629000,0.0,45.5,16.6,30433286,2984805679
2024-11-29 01:25:49.635000,0.0,45.5,16.6,30433286,2984810129
2024-11-29 01:25:51.642000,0.0,45.5,16.6,30433340,2984810268
2024-11-29 01:25:53.648000,0.0,45.5,16.6,30433449,2984812592
2024-11-29 01:25:55.655000,0.0,45.5,16.6,30433449,2984812801
2024-11-29 01:25:57.662000,0.0,45.5,16.6,30433449,2984815163
2024-11-29 01:25:59.668000,0.0,45.5,16.6,30433491,2984816241
2024-11-29 01:26:01.674000,0.0,45.5,16.6,30433491,2984816764
2024-11-29 01:26:03.680000,0.0,45.5,16.6,30433491,2984817017
2024-11-29 01:26:05.687000,0.0,45.5,16.6,30433545,2984817162
2024-11-29 01:26:07.693000,0.0,45.5,16.6,30433599,2984817307
2024-11-29 01:26:09.699000,0.0,45.5,16.6,30433653,2984817496
2024-11-29 01:26:11.706000,0.0,45.5,16.6,30433653,2984817641
2024-11-29 01:26:13.713000,0.0,45.5,16.6,30433653,2984817975
2024-11-29 01:26:15.719000,0.0,45.4,16.6,30433653,2984818039
2024-11-29 01:26:17.726000,0.0,45.5,16.6,30433653,2984818248
2024-11-29 01:26:19.732000,0.0,45.5,16.6,30433653,2984818518
2024-11-29 01:26:21.739000,0.0,45.4,16.6,30433653,2984818582
2024-11-29 01:26:23.745000,0.0,45.4,16.6,30433715,2984818916
2024-11-29 01:26:25.752000,0.0,45.4,16.6,30433715,2984819061
2024-11-29 01:26:27.758000,0.0,45.4,16.6,30433769,2984819125
2024-11-29 01:26:29.765000,0.8,45.4,16.6,30433769,2984819395
2024-11-29 01:26:31.772000,0.0,45.4,16.6,30433769,2984819540
2024-11-29 01:26:33.778000,0.0,45.4,16.6,30433769,2984819729
2024-11-29 01:26:35.793000,100.0,46.4,16.6,30433769,2984819874
2024-11-29 01:26:37.916000,100.0,47.3,16.6,30492053,2984947517
2024-11-29 01:26:39.929000,100.0,47.6,16.6,30532121,2985434218
2024-11-29 01:26:41.938000,79.5,47.0,16.6,30548744,2986053147
2024-11-29 01:26:43.960000,74.3,47.1,16.6,30569435,2986505805
2024-11-29 01:26:45.971000,60.4,47.1,16.6,30588495,2986821590
2024-11-29 01:26:47.992000,59.1,47.1,16.6,30603954,2987329966
2024-11-29 01:26:50.001000,59.5,48.0,16.6,30613492,2987638840
2024-11-29 01:26:52.008000,56.8,47.0,16.6,30635764,2987975809
2024-11-29 01:26:54.015000,64.8,47.2,16.6,30657505,2988384130
2024-11-29 01:26:56.021000,42.3,47.0,16.6,30748880,2988398525
2024-11-29 01:26:58.027000,49.6,47.2,16.6,30748880,2988398589
2024-11-29 01:27:00.034000,53.0,47.0,16.6,30748880,2988398859
2024-11-29 01:27:02.055000,50.0,47.2,16.6,30748880,2988399068
2024-11-29 01:27:04.062000,54.1,47.1,16.6,30748988,2988400560
2024-11-29 01:27:06.069000,91.0,47.2,16.6,30749042,2988400705
2024-11-29 01:27:08.077000,91.9,47.1,16.6,30781829,2988426021
2024-11-29 01:27:10.098000,92.9,47.6,16.6,30807459,2988704614
2024-11-29 01:27:12.121000,94.2,47.5,16.6,30814378,2988975182
2024-11-29 01:27:14.128000,100.0,47.6,16.6,30815890,2989173677
2024-11-29 01:27:16.150000,100.0,47.6,16.6,30823212,2989438388
2024-11-29 01:27:18.162000,100.0,47.8,16.6,30848332,2989844458
2024-11-29 01:27:20.171000,100.0,47.8,16.6,30859052,2991377042
2024-11-29 01:27:22.178000,100.0,48.0,16.6,30873101,2994608670
2024-11-29 01:27:24.185000,95.6,47.9,16.6,30896666,2997640513
2024-11-29 01:27:26.191000,92.1,48.2,16.6,30922649,2998530901
2024-11-29 01:27:28.198000,46.2,48.5,16.6,30931615,2998851734
2024-11-29 01:27:30.220000,47.4,48.3,16.6,30935556,2998857673
2024-11-29 01:27:32.227000,44.4,48.3,16.6,30935772,2998858074
2024-11-29 01:27:34.249000,92.7,47.7,16.6,30936474,2998860545
